96,4,787eb43e5a,11
97,6,92ce978a74,7
98,3,8f435b9788,47
99,9,ba649b7648,97
100,8,6929ee4092,36
101,9,e5902b1edb,21
102,9,c709bfe5a8,26
103,3,83a441e474,30
104,5,051ed07481,36
105,3,956e7ffe7a,30
106,5,83647ac1ae,100
107,5,5af891022b,26
108,1,afae2f6786,54
109,9,f9c33c60e5,67
110,2,11a493dc21,76
111,3,4aa782d434,46
112,5,c53c098782,81
113,2,ea9bb229e2,34
114,7,68d78b29ae,98
115,7,5503416ec2,63
116,4,d573f93b1e,83
117,8,d8700279c7,67
118,7,05ad10effa,5
119,6,5aa821142c,83
120,2,61370d2866,64
121,7,000f23b011,5
122,6,d35fc8f5db,63
123,4,c7d80017cf,85
124,10,784abf760e,17
125,7,ea859be2ef,91
126,6,0516ca959a,92
127,6,3412439667,34
128,3,24045f8159,79
129,9,6cf1c798ca,18
130,4,2ca1251b1d,82
131,6,8dfb75410f,94
132,8,2c67b168b1,53
133,2,30d04021ff,91
134,9,fb6401f2b4,8
135,9,9c4741b27f,85
136,3,553db95e4f,19
137,6,b47fd0dd41,94
138,9,8b93619e7f,40
139,9,ff6964e80f,4
140,9,479189d1ae,70
141,8,cc99d1d203,67
142,4,e5411358fa,99
143,7,163437a406,31
144,7,9986840070,70
145,1,f0a729426f,5
146,6,7479971299,6
147,9,61012035c6,18
148,6,fb2a1a7e81,13
149,7,50b6c5b8cb,74
150,3,d157ce67f2,49
151,5,59fd33f33f,9
152,9,2255a9b5fc,41
153,6,b4c4f32e76,36
154,9,00a95c530c,51
155,3,25a0d0a569,70
156,1,c3c45755c8,30
157,6,4a0743f171,14
158,7,9df5a7d16e,81
159,1,d6e25f6e30,57
160,7,c091ed8297,85
161,3,a2da740f2c,71
162,6,1031366643,26
163,3,25421bef9a,4
164,7,f8046fe91a,22
165,8,1865fa40e0,77
166,1,b01c2ba853,67
167,5,f359fce613,58
168,7,f5bd81580e,69
169,9,9a85e7a033,65
170,7,e8adcfd23e,9
171,10,5bd0b3402c,48
172,4,2cfe7de802,13
173,7,fc622821d4,39
174,6,5660890590,34
175,5,50ae5cfd6d,46
176,10,6722605156,32
177,3,f8b6f507a6,19
178,4,31f2877088,24
179,9,25e4a0be46,6
180,6,32cfe3d4b4,56
181,1,dee70c060a,99
182,8,817ab4d988,77
183,6,5b1f14a256,43
184,9,34baaa1e70,49
185,3,5a3b5f4c78,59
186,6,635e637b25,80
187,8,9f92b7ce09,5
188,5,96ac4fad8a,71
189,7,4ebfad92a0,42
190,6,2a5bb6bf79,4
191,3,9c1842da86,57
192,2,306a7648e3,31
193,3,65da57041a,99
194,5,f122d77e0b,46
195,9,006c600aa1,69
196,5,4d14b49325,24
197,2,7422bdbe6d,16
198,9,f3506c6410,12
199,4,1cfba618a8,37
200,1,eb657ddde6,86
201,4,927dca6057,77
202,7,b6117f56b4,14
203,4,0e0617c64e,3
204,8,7c503f6719,67
205,8,4eda880150,56
206,6,1bd89f4709,18
207,9,a9cbdd0820,34
208,9,1edb83bca4,13
209,8,67fdaee6ee,21
210,8,57fab4216b,79
211,10,9700732f8b,13
212,8,f138f29a1e,74
213,3,05774e9dc3,50
214,1,1703f94138,29
215,6,719b08df77,63
216,7,bc81bdeee9,77
217,4,3677a2f7ba,12
218,6,f9b5437016,48
219,6,e697386691,64
220,1,79370664b3,81
221,4,4113cfbdd8,26
222,1,eb6c7277bc,24
223,6,4adcd4deb9,54
224,3,b9ff26fa47,34
225,3,2e3756cc65,45
226,8,5968e4c891,69
227,8,7c9880d7c3,55
228,2,f933c68459,91
229,4,8369972e95,27
230,4,f9d25f6436,89
231,7,3038ad83a5,73
232,4,3e2c9271b3,4
233,2,02d5d10fce,32
234,3,3d0f85d6f0,69
235,5,d96cc50663,13
236,1,96fb0a6007,93
237,8,6eb6b256d5,87
238,4,dd361338ee,21
239,6,ce18797681,83
240,10,30fa7858dc,96
241,5,b433d910e5,80
242,3,842ae3942c,97
243,4,36ae1976dd,27
244,1,7c93e68ddc,38
245,6,3f4efd6205,54
246,8,d488f4c642,43
247,3,7512ec0fbc,50
248,2,22533f148d,78
249,7,7dbe2749f6,64
250,3,4863ce5edd,88
251,1,cac888af01,21
252,7,150256c6fa,71
253,2,76b1e28969,81
254,3,2c67f80f74,54
255,8,ec9eb1d2c5,15
256,10,ee730e6d99,64
257,10,897801e1f2,20
258,8,3ac79ce5c0,67
259,8,fdab0c719b,93
260,6,65c179d9c0,96
261,5,accfd4cd00,2
262,6,c52e66a773,68
263,5,fd4cec9e1b,36
264,2,0b694114dc,46
265,3,a1051ebdc0,55
266,1,9e6533a820,83
267,4,c3d9a567a8,27
268,8,c13a4b2f62,57
269,10,92124121e2,6
270,3,9f975199f4,19
271,6,022f80b001,83
272,5,1a91417755,35
273,7,240d83aeef,99
274,5,ee72b2e74c,68
275,10,4d4f0ad15b,89
276,10,18b80c66cd,90
277,2,563c39f443,79
278,9,64c72c13c3,40
279,8,968fc706dd,52
280,6,4b78aff684,26
281,2,d6c18d9a8b,21
282,7,fff01bcba0,91
283,1,59a07566fd,7
284,7,d56afdf68b,44
285,5,4afbc2d1de,22
286,4,46109ddf73,78
287,6,f5e8519579,54
288,9,34811299aa,94
289,9,720b079427,52
290,7,6cca9d24b4,29
291,4,7e99d8a5e4,24
292,6,1511c0a2bc,29
293,6,7bf17e399f,44
294,8,daccb16d38,47
295,9,3851d916d5,81
296,2,a6af452862,21
297,1,9a5e154c80,44
298,3,8831151cd5,65
299,6,68bcc1c93c,2
300,9,7ac3a5da91,74
301,7,8362653478,29
302,10,48d1f6c1b0,3
303,6,9c51d0567a,57
304,1,9b65046eff,63
305,1,f56bf4abdf,97
306,8,a4999b6ff2,65
307,6,aacefc40ff,25
308,2,141817cb5b,72
309,8,26881691eb,75
310,9,71de24dd21,74
311,7,f0647eacc4,25
312,4,aecaf4c640,8
313,9,04dcf6fb75,3
314,2,2c383074a8,31
315,2,19cd392baa,49
316,7,55ce73bf6a,6
317,10,856bad0106,98
318,6,f5bc345500,86
319,7,e3f25f33a8,97
320,2,a096947f90,22
321,5,a3f04bbece,91
322,7,cc46531803,77
323,7,d67ebdfddb,8
324,10,316e9ef84a,15
325,9,d101ad0115,2
326,9,a7aed03250,3
327,3,6fad86883d,54
328,5,99aeb77fbb,40
329,10,6e4466236e,44
330,1,3b0d6e108e,4
331,8,9f6029cf1b,56
332,3,02a20ba655,31
333,2,297c661487,36
334,3,fa4bca9d15,84
335,2,03cf9b5be7,51
336,6,bae69eec5e,60
337,2,52e9849d73,17
338,8,d3b7283f91,82
339,9,e84c9d28d0,12
340,8,ce9891210f,62
341,4,d6de3509b0,77
342,5,c0ffec2e9d,25
343,5,b757ec30cf,7
344,4,d1afbfaa18,85
345,9,8ae08e32db,15
346,1,9969f02848,44
347,9,2d7e4c2930,23
348,8,2cf32277b9,33
349,10,9b08783efd,85
350,5,d5912b788a,89
351,5,dae9a65175,67
352,4,2590dd7e3c,2
353,4,e15820a6e7,8
354,8,d25296a47f,57
355,3,bfdf384cf0,33
356,8,876af0a1bb,9
357,8,0ad8f2ad04,32
358,7,b01124fdd5,52
359,6,a31df4ac42,14
360,4,f2bbbf7fa8,78
361,9,b9499a5e77,23
362,5,9009af4bc1,77
363,7,e8cf8c2416,9
364,2,9a2c36a694,28
365,9,66b5df5aa4,20
366,8,7788a97be1,43
367,3,baaf52d30c,96
368,9,ebce80954b,92
369,5,3c85e1e4b4,10
370,8,ec3015cc05,36
371,6,744583af8f,27
372,4,e434ea243b,71
373,1,6f29b171da,36
374,1,0d33af148d,70
375,8,1fcbb5d69f,60
376,7,27e983c46a,93
377,1,8084c9043c,98
378,9,9fdb8c50d4,0
379,10,86a78d4d89,76
380,9,33173e786b,26
381,4,0c12579516,77
382,9,ca90e8001a,40
383,1,3ec983079b,28
384,2,5079770b02,49
385,5,a0083d06bc,46
386,6,0407f567e0,88
387,3,857dc6385b,91
388,6,fa411f6c6a,25
389,7,2d13a2ef40,74
390,1,ef9dc2029d,75
391,9,efaa329ea1,91
392,1,e0da0e1ae4,35
393,10,0f07098dbf,69
394,8,ee400293cf,36
395,2,93ed77981f,79
396,4,6892abbe0d,94
397,3,57339c885c,20
398,9,6322b1dbae,74
399,6,3f4b1d9cc2,22
400,4,68b26e142a,12
401,8,5e669326b4,35
402,6,cc90696f74,78
403,8,d7192dad2c,29
404,4,80dd841fa5,46
405,3,16730a79aa,4
406,3,43cb47e67d,87
407,1,36a73f33a7,46
408,6,9db00c24d9,14
409,9,58b7230146,75
410,9,767b8f0abb,34
411,8,07c1e03d51,73
412,6,30185ae17b,21
413,3,ebc970cfa7,45
414,9,a0bc3e66d0,36
415,7,5c8a643b61,45
416,3,94c5356a0f,54
417,2,d7b408d970,67
418,2,62528dffae,77
419,8,a2617fbad8,58
420,8,1d57a46c00,59
421,10,037380079c,49
422,6,563f6c5453,34
423,5,da2b254365,62
424,10,03bb827c51,60
425,2,6ded8c6e98,83
426,1,1692c1e0f0,10
427,1,33547d90f2,65
428,5,b3068ad6de,17
429,6,504cad6a72,75
430,7,ca895546d0,69
431,8,f24771471d,55
432,8,ae142ebfdb,30
433,5,e1983579a3,45
434,7,afc73b9e9e,69
435,1,690f02b77e,25
436,2,047cef3ed8,40
437,3,7a6ad3e3ba,49
438,2,b9809b6e2e,37
439,6,7bbbc67199,80
440,3,3726d26221,79
441,2,953e6a4f1b,71
442,1,45dbd6b823,71
443,5,ea7dd6a14b,15
444,5,6cb69d4a1d,88
445,9,4cb8047e96,86
446,7,4afb699dd1,29
447,8,392bbc952c,6
448,1,183bb54772,67
449,5,b2dd982555,49
450,10,346f8c9bcb,88
451,7,7833ca0df1,29
452,1,1dfeda097f,36
453,5,8c43ed8338,66
454,5,38fd8243bb,58
455,5,b144783c3a,65
456,7,82d486f497,71
457,3,f2d0b88494,8
458,8,9cfafbaa86,90
459,8,2a940fed95,82
460,3,22fd4e0065,64
461,10,cb20561604,70
462,6,32e91fffc7,5
463,2,ee888d08f3,51
464,6,676a3bb0fa,44
465,8,d1e2c2d096,81
466,7,9390b18147,67
467,1,12aa1182c9,69
468,8,43292330c9,83
469,7,4672c02413,30
470,5,97f81b5dcd,80
471,8,d73a84e7b2,1
472,4,98b1ae137f,48
473,8,e33e76202e,37
474,7,11d7015f43,2
475,4,5f6bb2ad09,70
476,9,1ae1425514,91
477,2,a54854d399,39
478,6,f07e47a34c,15
479,4,d9033f3172,67
480,6,c5db9957a9,96
481,3,f4c0229bfa,84
482,9,055fa7b993,90
483,9,5f910e04aa,69
484,9,90539ddc7e,48
485,6,faa872ea3b,59
486,2,9c94ac4b20,32
487,5,a8a3f55b9b,27
488,7,dfa265440c,34
489,7,5167bf549b,37
490,6,2fffd7c4d1,42
491,8,316eb3c403,91
492,9,d09730be5b,2
493,6,dad4966dae,3
494,8,f9e2feb6d8,65
495,9,9740049be2,33
496,9,1ff08a9d53,49
497,9,673f0215ed,59
498,6,a3433212a3,78
499,1,ca53804f5d,44
500,2,3f035e57b0,20
501,4,ced3d2aaf8,92
502,8,840b21a3b3,77
503,3,4a9e07ef96,33
504,5,f2abaeed42,23
505,5,79b35f1736,34
506,9,e241d907ee,65
507,4,c21f83c146,88
508,6,6d6a5adfc6,26
509,7,f6718e5759,99
510,7,b9ff86619e,38
511,7,4d9a07b0b5,49
512,9,4c1b8488a7,72
513,7,f35f89d0ec,21
514,2,a8621c7d98,48
515,4,0ab108de24,14
516,5,6c22690f36,27
517,8,e93548e3c0,26
518,5,a5e31f0d09,39
519,2,a7d3b06a03,32
520,3,3fc8b941e2,41
521,7,a0a683d695,66
522,5,b0e619f94d,88
523,4,b0afedc606,67
524,7,cd0ba850ed,6
525,2,5b8491af37,36
526,7,fdc777c321,61
527,5,f5eaad3235,48
528,4,b2010c12f7,93
529,4,60c1d084e4,60
530,9,0eab3bc37a,24
531,8,7e70a51cc9,77
532,9,618c7b4d46,55
533,6,63e1041f56,31
534,5,cba34cb72f,15
535,8,10b039cea1,63
536,3,50fcf0796c,30
537,5,3b824769d6,40
538,7,b51d1d5fef,71
539,3,f40f68977b,23
540,5,3629343d3d,27
541,9,99923ab201,90
542,7,517a322e12,58
543,7,9c81a4a14d,60
544,7,bc9a211e87,30
545,4,c17a08f2ae,8
546,4,7868e58b0a,98
547,6,e913212d68,89
548,2,0e1615e626,96
549,3,1ce50b6b9b,4
550,8,e36d987301,13
551,7,6d18144360,4
552,2,b48223fa72,44
553,2,3ca1861b5c,29
554,4,4cd57a68fb,15
555,3,44f2a47ecd,75
556,6,1bf2cf099f,85
557,9,99fbf6f93e,74
558,6,876bfdec86,94
559,8,480e4b1583,28
560,9,1a40b77850,20
561,9,14a77380ad,14
562,3,ca46271879,64
563,2,e7fb6b92a8,35
564,9,9678f82aa7,54
565,3,9f919c67b6,68
566,8,e057001691,18
567,3,4c17d16b44,0
568,4,af6ba7611f,41
569,2,57866d8714,0
570,2,fa42a51f1c,35
571,9,8c796d1cc2,37
572,4,758e0dacad,49
573,2,42c71d080c,43
574,2,e3fa3d58ba,52
575,8,cd72b1d52f,75
576,9,893d10186d,56
577,10,32526de77b,91
578,6,3417b87d5c,65
579,6,b0f1400e4f,71
580,3,8501b89121,68
581,1,caa5637fcd,39
582,4,33499d1c50,48
583,4,54bf7ff4b4,29
584,5,40f705e521,93
585,1,012b0775c7,67
586,5,e27648a14c,62
587,7,54be85e53c,84
588,8,2cace0af77,78
589,5,3054fd8e5f,30
590,8,6b4d07fb03,19
591,9,8abcd92255,86
592,4,9ae861157a,60
593,3,54b5522bb6,90
594,7,d8e2c39bc5,41
595,5,8888dccf37,63
596,5,014ae8417c,62
597,3,2bb240adc7,5
598,8,823b703dbf,93
599,3,4cdf026672,61
600,4,9dd4bc3dca,65
601,2,c2d1fedfec,5
602,2,c883517ae6,52
603,9,50de6d5d0c,12
604,8,15c65a4062,16
605,9,5efcebef84,23
606,1,288cbd58d9,66
607,5,e766e33fb2,36
608,1,9b617c654d,51
609,5,e271f56183,98
610,6,a54e2955e6,61
611,1,a034a87b5c,79
612,3,bd79e464aa,12
613,5,1befef0d71,2
614,7,c49dbf7dac,12
615,1,6998f76ca5,89
616,2,46534f85dc,22
617,4,966cc5789c,90
618,1,9fcf0333a6,29
619,3,56ae593d78,75
620,10,c491ac3630,75
621,7,f32547d21a,10
622,1,b44e049335,39
623,2,9b09d6b866,100
624,8,b3dc0f6d7a,100
625,5,dd07d98e05,74
626,4,46b088b6f4,77
627,3,b95f6195c4,91
628,9,05bbd8e0f4,79
629,10,111daec2dc,82
630,9,253c2c02a5,52
631,9,035b9792f3,33
632,4,60b72408b5,73
633,1,e1f083096a,22
634,4,4b16291a2f,79
635,9,ec601929f4,51
636,2,fe629078b1,58
637,5,6c273c67e3,70
638,4,d708f1c036,3
639,8,2333f7ed93,8
640,6,cdd9e8c0ce,57
641,4,5eb9944c1a,82
642,2,6c4d529093,28
643,1,40acf6644f,1
644,5,24eeeec40a,73
645,2,8f835f7d40,91
646,8,32767dd8f7,16
647,7,4e71aead68,43
648,7,66d1d211cc,51
649,8,22838ad0d0,69
650,6,733f9ce94e,67
651,10,47d3701e5c,1
652,1,8e3c27d4c2,11
653,10,6f167bdb4d,85
654,3,8d294692ca,9
655,5,3d87fd9ae0,38
656,2,78f75819eb,10
657,6,9841f88c39,61
658,8,1f64c1b87d,94
659,10,7d9e7361c4,89
660,8,e54d97e2c5,37
661,3,0a769864d8,16
662,6,57c2472561,70
663,8,c9be5bf478,61
664,7,4db94ccf71,2
665,3,d036c6f8ca,35
666,2,7a23f4e1a6,63
667,5,c54b2b8f62,80
668,9,dbc1ce976d,90
669,8,37f00b1c57,90
670,6,d6bf79d3bf,71
671,10,ee4ac07bfb,60
672,6,9309aaa05e,6
673,9,5a38420b10,61
674,2,1462869e48,68
675,1,f16a20bda3,50
676,4,becfcd81aa,57
677,1,b79b27e8a1,77
678,2,8f66d5f4ca,96
679,10,f0ba8e4d2b,10
680,9,308e158572,25
681,7,18773d72aa,21
682,5,7568c10137,81
683,6,8c8b5d96c6,39
684,9,c8f505bf61,78
685,6,3653650fdc,95
686,7,7ee9105fe4,73
687,5,627d57ee23,73
688,4,aea970223a,46
689,9,268ec8e1e3,28
690,3,1ca55a419b,93
691,2,c022189911,91
692,9,de9271902a,49
693,4,5efd2248ec,48
694,3,2e5665f5fa,18
695,8,e25084d891,17
696,5,c381fed214,81
697,6,587372303f,57
698,1,8dbe657091,72
699,2,1c2fc96a0b,31
700,8,cd399da4aa,1
701,5,2d6823c3c4,51
702,7,e03f14fbfd,49
703,8,914dc0937b,1
704,4,581b3c0c4a,29
705,9,5f8494e7a5,7
706,8,e6355b1744,4
707,2,8108a77e97,60
708,9,4623ee84d0,71
709,9,67f9dbe31c,51
710,5,17ecea213e,46
711,3,3ead0cdd7c,5
712,6,6f5c6a18da,72
713,2,4c1bf2da08,18
714,9,cdb098f7c1,27
715,6,9efe19469e,88
716,8,9144d0b103,15
717,2,5a0bfe6e1d,27
718,6,6ad8b0bcb6,98
719,4,80e3520aef,35
720,8,04f4491a88,6
721,6,e3caf71729,23
722,2,83dacab70c,41
723,9,33a79e6f9a,66
724,3,da88d7c2e0,64
725,4,987dec2c7f,62
726,7,ec59bf6a4d,37
727,1,04503a3aca,91
728,10,9df325882d,46
729,4,e4d7947072,39
730,6,280d2e17e6,78
731,6,0f8aededcc,51
732,8,f595f8751a,77
733,5,e28cb0a0e8,35
734,2,c5a139a9da,29
735,6,3068533386,39
736,3,f3bec17792,83
737,6,83574346d0,27
738,9,7b2a5b99c4,42
739,4,5320cdaf91,1
740,5,1676094c5c,30
741,2,ac1441eec2,1
742,3,87647512fb,58
743,10,affae536df,80
744,3,65eeb164ea,1
745,8,d569560094,99
746,7,24f3a79531,14
747,8,b3bd1c347b,64
748,5,a437e39452,12
749,2,1f01509226,23
750,8,25e46802f8,55
751,5,ee083d1843,56
752,3,a4bb00b357,65
753,9,12d50cd2eb,36
754,8,f45a765cfe,30
755,5,0ab35ae6cc,62
756,1,af1ea59c3d,76
757,3,4008aa28c6,19
758,9,6cb4a7b508,88
759,10,d02baf54a9,60
760,5,576d2438d1,70
761,8,18312de540,53
762,6,35ccb74e85,32
763,9,3d7aea8d59,66
764,3,d72fb66d77,34
765,6,4abc329e3c,97
766,4,8ad86e71e4,71
767,1,564abeb23f,93
768,4,86d16fe161,44
769,3,fea52bed84,4
770,5,b95c457962,55
771,3,9c00668964,51
772,2,29f1348d3f,9
773,5,bce220dec1,89
774,6,e3a8d718a8,22
775,3,741d1b258a,9
776,4,3b8f53512d,17
777,4,3fb5ceaaf4,7
778,5,df03472730,99
779,4,0cff263082,37
780,7,54c508737f,100
781,7,24287e502e,77
782,7,bb4e8bec74,90
783,4,a143fd308d,50
784,5,3ab30a2307,62
785,5,c9503cf8e4,90
786,3,74e79a65b2,41
787,7,9933fff1ae,89
788,7,b4a0f0dbea,47
789,7,0cae1a73da,64
790,6,40f1db649a,33
791,6,e121ebd269,89
792,3,109bd018d8,87
793,6,3813d9310c,82
794,5,1249225882,2
795,3,05ff7bcb8e,82
796,8,110cace299,88
797,6,fd1015f8ff,75
798,5,2630fe3245,28
799,6,5306218531,36
800,8,d13ae230cd,17
801,9,7ad8a9fb39,29
802,8,a82e53434c,67
803,7,ea35fe06b7,74
804,9,cd6a8d1e29,78
805,9,4696fbfb4e,72
806,2,07cc7a0cd4,29
807,5,8bfb83f623,84
808,2,1c0bc3bb29,77
809,8,7a9883a70e,12
810,10,e6b3958029,98
811,9,353d6b523c,68
812,7,62074712af,46
813,7,338257f77d,52
814,9,a5b6accb5f,45
815,8,96818a1ccd,89
816,5,a5769af700,73
817,9,6446e4232b,4
818,3,6cc2cc93fd,75
819,2,748c364183,79
820,8,054406dfff,94
821,7,0eec5b44d8,43
822,2,35cd24fb07,99
823,8,36d4fe4cdf,1
824,5,2b3f18d742,29
825,6,37e57302e7,65
826,6,3efb620710,1
827,9,679382a56f,44
828,9,d0a6bce28f,27
829,1,9e29aab9f4,7
830,6,94c7d4471a,98
831,7,0facb589e4,84
832,8,2266690d54,10
833,10,350f60ed85,85
834,4,0d345d43e5,73
835,2,dc13c1935b,55
836,4,1bb2ab921f,71
837,2,5f52fc25ca,7
838,5,cbfddf0ff7,34
839,4,c4b443b574,54
840,2,8fb7d635dd,57
841,1,84b19cce10,79
842,8,30282c4453,70
843,8,22d8150286,93
844,3,183ac39f77,34
845,4,7e19b77820,83
846,2,c623000a66,64
847,8,9e865c17d2,8
848,4,ee389f34e5,21
849,7,4bff2d3550,83
850,1,6acfba357e,98
851,7,4cb3379506,89
852,3,f27a4c4703,79
853,8,3f2cac5528,91
854,7,12a4ad6eb7,76
855,2,37523c0aaf,81
856,4,0895fa24b4,56
857,7,3dff1a1272,64
858,4,d7ef7d31a4,71
859,10,eeae68da7d,26
860,3,4fd50b4041,29
861,5,e4e7320dd2,7
862,5,350c86945c,29
863,4,54dc531d06,14
864,5,1b7b9e8b03,27
865,1,63aa039aa0,28
866,8,810c32a494,40
867,4,009db9635e,46
868,10,2690192ec1,39
869,5,eea2351f59,11
870,8,6ab8930b3b,22
871,7,14a526c9df,78
872,8,ab092cca88,71
873,5,bad1508cf1,11
874,10,413a6ae4f9,38
875,6,b7eab698b7,94
876,7,eab943fc5c,65
877,2,e8573460f0,4
878,1,75681ab586,53
879,1,bb16d79d1b,13
880,3,bd5eea0268,89
881,3,b1047e57fd,80
882,9,acac2f2978,44
883,7,86b2b49ac0,76
884,9,9ff1464e73,61
885,1,bd1a488185,42
886,6,c767c06977,93
887,6,17ab6ae9c9,51
888,5,0726e4fdf6,3
889,8,f0cae638c8,87
890,5,c675aba4ca,62
891,9,b04e2edee4,84
892,9,aa9462f3e0,79
893,2,b650601f04,37
894,9,0341242b91,61
895,10,9f1562a7c8,40
896,7,3c56a204fc,24
897,5,0f715116c4,18
898,2,34820c768f,52
899,7,159616fb22,71
900,6,079e964ba1,36
901,1,a6c98cad9c,2
902,4,640c292eb6,35
903,7,aebc637352,14
904,2,aaaf5a3872,93
905,3,a444576cb8,40
906,5,906242bf18,70
907,3,82be8ae906,26
908,4,368d54f4e9,21
909,2,dfa5c995ab,67
910,3,f029ef833d,26
911,9,5cf1615606,17
912,9,7dfc9736dc,59
913,9,fb87b2b221,83
914,2,be5aec07e5,36
915,2,98cafd4a4a,14
916,5,8414f71f1f,57
917,7,e9ab7e1b76,96
918,9,25f0e20816,27
919,4,f24dd587a0,78
920,10,303d4b6c51,11
921,5,1bbad37ac7,20
922,2,35aab9a968,71
923,9,c586d934e8,32
924,2,77cfedcd01,29
925,4,bd83fc0dd2,45
926,8,f9d94b3881,25
927,3,a8bd2c5641,1
928,8,09fd2cd193,80
929,4,b83cf8f36a,51
930,6,67feaec28c,44
931,10,3f2c433d7a,36
932,7,a5f1d5a633,97
933,9,07d581c04f,90
934,9,b165e32eb1,99
935,4,61a8adb810,26
936,6,c06e0df5be,33
937,10,8bd244f50e,94
938,10,8a285d6064,0
939,2,35ccf44ff4,34
940,2,56531ab1ab,64
941,5,4e1c44f94e,74
942,3,9e41fb71f4,2
943,4,dcccd2a31c,72
944,8,6c02d43381,54
945,3,a2f318e6b1,76
946,4,17a8493339,66
947,1,ccb4e9ccf1,89
948,8,7fc13cda5e,68
949,3,dbb8c22f79,18
950,9,20565a338a,93
951,3,75f1cba1fa,54
952,6,9f1814fd9e,88
953,5,e1453a6ec4,24
954,8,063cf9029f,71
955,1,f72ee4db51,93
956,9,f580c88d8f,64
957,6,2be8b067c0,97
958,10,d0afd87a0b,66
959,6,889b468da3,21
960,9,87ca9431d1,41
961,8,c7de601f46,31
962,7,11163b1fc0,70
963,8,92b7380321,97
964,8,7a889afe93,42
965,7,9122300bda,55
966,4,f3f093f1af,16
967,5,7a98818d9d,31
968,5,109dcc2fc0,14
969,3,890cc5120a,9
970,6,788ac240bd,16
971,6,7c24b1406b,15
972,4,e0a2858598,98
973,2,919eeb4418,6
974,2,ef582096d3,92
975,8,20f081b451,34
976,4,edc1878357,16
977,7,3eb7a5d3f3,21
978,4,582637c227,90
979,8,620f03c4ad,32
980,8,dacc141b37,6
981,5,18503669f3,89
982,8,19b3a42a77,70
983,4,c4ebfe4ebd,4
984,6,15844595a2,43
985,9,541366ce19,42
986,9,930a91709c,94
987,2,d78f6041cb,64
988,1,cc7fb82a90,4
989,7,b980baedc8,75
990,3,8f6987017a,33
991,6,f633032f11,77
992,9,8f7c0fdec8,71
993,7,9050be8d36,57
994,8,ff08f864d9,57
995,7,9ad852a2a3,42
996,8,5f484c35cb,73
997,5,071834f80e,76
998,3,c782dd5f65,57
999,1,71373688e9,54
1000,4,e69c983cf1,7
1001,5,9e108e0d14,16
1002,3,288e4b09fb,71
1003,9,1fb2363938,82
1004,6,8c7ec03311,58
1005,10,bfd588a026,69
1006,3,4d98c24d86,30
1007,2,cf0dde665a,29
1008,8,1c931bdbdf,71
1009,6,3c948cc038,18
1010,5,a41611ce14,89
1011,8,37465b89cf,26
1012,4,5553264629,89
1013,7,7bb7184ab8,85
1014,9,2b78d80c94,99
1015,2,b4158aa407,74
1016,3,992bf7cced,52
